env,block,prior_mean,prior_var,recovery,grade_true
4,1,1.9589929323018596,10.082082518300213,0.9047444077770705,1.7441316048147697
4,2,0.8322972421248793,1.536509769801699,0.6896162698702302,0.35977679920778943
4,3,3.435457467798074,8.964961775498779,0.587621933429088,2.913972394818762
4,4,0.058509246928872785,0.0025631057048306556,0.6417736473686053,0.050564964130320245
4,5,1.6670960450438714,7.040879038729597,0.7274345412860237,1.1485649932134432
4,6,0.05762515427867859,0.002140940674044638,0.7775128615168627,0.11626459364555099
4,7,0.21322902586093864,0.05583949147651017,0.8874044071707303,0.1613729585832334
4,8,0.6523170571502956,0.4776756198557883,0.7209968019454484,0.36560562880421615
4,9,0.20436795282671352,0.045243750659082774,0.9734338156837501,0.34429689528410773
4,10,0.6106434736087345,1.2274345901133366,0.7922753576297327,0.23649116647986418
4,11,1.5322607816830098,1.2634777522912701,0.7553336000064834,3.2214993861258594
5,0,0.07168701373120918,0.0029313084723513374,0.9089608715539571,0.029594584992318835
5,1,3.612100865404944,31.96920914810994,0.696201586656966,0.7969359739328252
5,2,3.1377160167380103,23.74419587759917,0.7422369763413542,1.2617076842607748
5,3,3.2672619992536664,8.67169592490276,0.907717355922776,0.5744464325819414
5,4,0.4739647906676258,0.7176938464392204,0.5738071969656239,0.06844421541864999
5,5,2.2230620380153785,5.242374643507747,0.6413794932767501,0.6764178221944444
5,6,3.09426334861583,12.872364752508183,0.7729991140705876,2.695666018308289
5,7,1.5523146970530968,6.900023744545409,0.9039063655843946,0.29116273803471676
5,8,0.09283928252268199,0.023468803724667912,0.9091933406247918,0.06557954290344864
5,9,0.26636895756600126,0.1372003425589875,0.8373553616798604,0.14001198441101703
5,10,0.3390485784215576,0.3046322170859069,0.5665787499813171,1.2100603083433026
5,11,0.3814582294051356,0.21407302422320093,0.9569250269535268,0.6438057154927868
6,0,0.21885768997694802,0.051068262159244475,0.893901038151268,0.17395464634141072
6,1,0.21706564065839407,0.07273453585311047,0.7602466205607398,0.06311407804336686
6,2,2.1936538987298726,3.7090972886245135,0.8918237105703499,0.44239520721021425
6,3,0.0545713190521567,0.004657902545217413,0.660939769765529,0.02962685061973292
6,4,0.07243860106439243,0.012638592313085905,0.6327119253920762,0.006161341312294632
6,5,1.3268726022037913,1.7284520008642417,0.7557683426831479,2.124956731737329
6,6,0.19378281001558648,0.07754499687598806,0.7138932309517914,0.14961322539701252
6,7,0.055014125319475145,0.0023716069032434827,0.6713916213127008,0.04678915746588851
6,8,0.20132295043826529,0.06434146429910328,0.7704977318675215,0.24071113549344048
6,9,0.13792315344804762,0.011441981924128455,0.8465833446474882,0.06923526316113958
6,10,0.06091819906055827,0.008875271316128797,0.6177122988782084,0.057210359189370216
6,11,1.1245688743312094,1.4675762822452625,0.9106985046327164,0.6598177323733374
7,0,0.06831521974540727,0.0033084177769626064,0.8031920812121681,0.10400676820467242
7,1,2.528582759949938,9.055266501770852,0.5684723691110736,0.7955034286948033
7,2,1.789515763568429,4.2545753581676955,0.9682148643323994,1.5115534075833323
7,3,1.9213450158676886,3.899786817612525,0.6945327447834369,0.3342576924416301
7,4,0.805402231296853,0.6526434625185927,0.8724590677466806,0.9089167577655853
7,5,2.189812126977798,3.916893816606441,0.7032627425213814,3.544535190492942
7,6,0.12131202215776653,0.008521335040477786,0.8736884682646141,0.05782858531149256
7,7,0.7160986822984905,0.8228361945912152,0.9462429902979839,0.639385917921977
7,8,0.2202948591287308,0.07452064424929151,0.6244759668160857,0.17363611176439908
7,9,0.780067312578125,0.5472991227848154,0.8571084914841876,0.9514073000582262
7,10,0.8113488015926159,0.4544869940111913,0.8251270521534525,0.34803272393437157
7,11,1.5227707491254998,4.566136892426884,0.9100314210164542,0.25421145258935796
8,0,0.10405597822591721,0.007718505182798416,0.6312572747951277,0.07081993062879571
8,1,0.11994830494639631,0.021638305067365794,0.9305576930407715,0.12497002551654668
8,2,0.3066734128678825,0.1700221940139965,0.8611082933189425,0.0522743044501592
8,3,1.1257085439011418,2.6105385502191387,0.6484928863708368,0.5662140784208006
8,4,0.06131068251526535,0.006441451161101149,0.9471865144107938,0.02617894984631535
8,5,0.08221558845287848,0.01011134841578986,0.5693890785075076,0.16483443242912038
8,6,2.4732998133601236,17.9690493801276,0.5647537168838879,6.2319779965022954
8,7,1.7201643640187543,6.944427430907775,0.6316947657859169,2.2591612626283233
8,8,3.469339717182148,16.980731390283474,0.6301870471462608,2.8695729584227907
8,9,1.6399654215237502,8.597818732133742,0.6972536091746651,0.5871999472924607
8,10,1.8507954298857827,3.1270661142747667,0.5510863395695043,1.8871079045921306
8,11,0.05639771077004016,0.0019416875319631646,0.804268946672218,0.02259513032549811
9,0,0.06404650979762809,0.00735395674209909,0.9051137251652901,0.005869996820473915
9,1,0.7209563222010498,0.5962016418538757,0.8215359206250137,0.43495958956450076
9,2,1.4081244574438805,2.616610424282255,0.5549161047523067,0.6708625477603707
9,3,0.28586463455080274,0.06735746010281192,0.8079876631192369,0.3498815007518774
9,4,0.49007257010218813,0.6951014327444038,0.5595528037945304,0.5668849406597027
9,5,0.19261651995705836,0.024562259417221087,0.95754762390339,0.0956074161894218
9,6,0.5475568300839241,0.15866283224537253,0.9246273801298176,0.40388141587797866
9,7,2.067351835808521,4.270087988326463,0.6571856212180731,0.6537911076867029
9,8,1.3007467980291567,4.918001428367521,0.9234283285193368,0.6580180771476166
9,9,0.1982735904934703,0.04843322929139472,0.6555916287702194,0.9537905347730018
9,10,1.8940694250093932,7.0992197722903505,0.7410660397470226,1.0822452975720567
9,11,1.5840572167555809,6.6618775352810875,0.7753700883186442,1.2494841501911682
10,0,0.07581390502712618,0.006933004045726319,0.5860799702157491,0.033310115848835184
10,1,0.8512796307069663,1.4718627646300604,0.6228453833889822,0.2538967371667546
10,2,3.543351550030148,7.723245201473075,0.6630713878718862,2.5221776630967505
10,3,0.08268509888742462,0.01924428005820191,0.8574294693705325,0.013576942712114898
10,4,0.2842565435713585,0.117820812942436,0.6473856947859692,1.0713385465988259
10,5,0.08966110877439255,0.016659915491306278,0.9687265766193663,0.09186060936205072
10,6,0.6490471049865334,0.2462027524400877,0.8955700649587449,0.44079823261600576
10,7,0.7243981770904785,0.8842054832035944,0.5702287807258322,0.2163972694337354
10,8,1.447914158178911,1.3217669509114884,0.9654299956667509,5.6981723695268105
10,9,1.6513462760180295,2.5527668618591135,0.7654983114320681,1.1619650150360024
10,10,1.5800689015806793,1.3343554857594988,0.6394928219488523,0.7001821635037196
10,11,1.6101410251037287,5.018165159188196,0.7897381106388196,0.1600964978740052
11,0,0.17365414059923384,0.03452405871320041,0.5942075820170495,0.2781179484180394
11,1,0.2856008629907758,0.12277470698141012,0.8386199927348752,0.11971238526830731
11,2,0.05049020403372303,0.0017051965803443706,0.7682914615403791,0.15239208665596274
11,3,0.7095444817714002,1.6415710866584048,0.8136115111400541,1.2911959905780384
11,4,0.2622184369002883,0.06726995814958615,0.8368573478746691,0.029783600842054232
11,5,0.1016977161450191,0.018146303134593204,0.5954341161023068,0.03054098793050731
11,6,0.18192717978277745,0.023354362612483928,0.8708487270962129,0.11928407711291122
11,7,0.6442214345293614,0.4682390529839226,0.9176793593374706,7.392600268319969
11,8,0.05635169796721589,0.004576048891421237,0.9174722806618344,0.016642175182080988
11,9,0.11118339979393518,0.03494250767321157,0.7313069195492836,0.027877467872982942
11,10,2.934391657336681,21.484908296603663,0.9726608296052455,0.7974010342449723
11,11,0.41876567139247733,0.16834683865769695,0.7590395814434114,0.5714371405721193
12,0,0.19139273513887137,0.027768218380863192,0.762302357783881,0.043021343881542586
12,1,0.9223202502378403,0.9477150234145981,0.6388842408240225,0.5499678995167385
12,2,0.21118561822111814,0.044029622714625086,0.6827604427532111,0.18284401535479988
12,3,0.21868357063253857,0.1223900513463819,0.6555145981470867,0.07663069803050519
12,4,1.6916209060237186,5.371625597895749,0.623249764425504,0.3119894867086673
12,5,0.2532867780557844,0.09569883727082344,0.7657265364739141,0.3141976074676383
12,6,1.1358320414168126,0.8718511714196719,0.6200636173659408,0.3988563623958905
12,7,0.4089234609066846,0.25903016082273644,0.5927293448575042,0.07283050223647593
12,8,1.541716441030496,7.4091256811303525,0.5938216517778316,0.3897566811367426
12,9,0.06314958771649029,0.0028479299205908413,0.6738492474619889,0.07893206346283009
12,10,0.10673741021858892,0.00610736218473268,0.5921178097916568,0.06334659993061938
12,11,1.2971634191292962,3.272864175458142,0.9019658994836304,6.4178801375269785
13,0,1.6254047186088076,7.581059420773223,0.8562088023071646,0.6780751962809514
13,1,0.14282334361185772,0.025165603491037362,0.7863218163180443,0.06408018627586574
13,2,0.43938136525022214,0.5497716286350123,0.9561356581239125,0.054906798751496795
13,3,0.6802972876942965,1.0124156173564653,0.8113618970006371,0.11237692298359983
13,4,0.7136814271142681,1.16407157569232,0.765285072304403,0.13683620383565304
13,5,0.5573041549109584,0.7952589464272016,0.8497361160259913,0.6869191384215383
13,6,0.16864888387758759,0.06987513128261655,0.6285344936810346,0.40789281293445523
13,7,1.807233222796655,4.490366032019267,0.8476226222361021,1.0663348068215734
13,8,1.177149158304277,1.825819595699454,0.6514330937706352,0.8568401166558849
13,9,3.4736139348602775,37.94767787181531,0.7388051142555361,0.8015908673715487
13,10,1.8978525120375782,2.4726076683231155,0.9345501476289915,2.8343768040363417
13,11,0.16520908180702654,0.038165048877823855,0.9476573391335574,0.09696845518843285
14,0,0.3371408449503771,0.12472003905896036,0.9126308088650346,0.46445169856443996
14,1,0.8534527841369828,0.8012074764276548,0.7499736216300836,0.3997681198445359
14,2,0.22043715666308694,0.05976195776306684,0.7792060618445359,0.43216727342721706
14,3,3.2179371945376762,12.791668120052123,0.6762359110514413,0.8478952135880066
14,4,1.1253372284159182,2.334589362907943,0.7403533078250952,0.42379907034002207
14,5,0.7252078839083104,0.7527814870804778,0.9221800366900084,0.12927060017565684
14,6,0.9951415691136055,1.3559083587709146,0.789842027035585,0.2837338524582281
14,7,0.1291600679384911,0.014829544970229022,0.7679407989785747,0.22913220245156263
14,8,3.30712245298185,8.864210104747169,0.8564018609747869,9.888552239398212
14,9,2.8105479911034448,5.081713240434883,0.6562653575873096,4.002404209491492
14,10,1.0689530044648134,2.34271240505014,0.633283809538109,1.2911840487259236
14,11,0.05314136748122708,0.007839796889386814,0.686492054195974,0.23714939182155403
15,0,0.2420458699688574,0.061731326354157706,0.5631104785403733,1.0633679141785601
15,1,0.09505567356437103,0.015462814633272986,0.689525944934215,0.11132740735342724
15,2,0.1539635795241315,0.061964245417901256,0.9022489844411716,0.2821271709919926
15,3,2.0137808772685486,4.140813725781287,0.9344667085697127,0.4142481463916562
15,4,3.4954163747341105,24.81824005509096,0.892114041386115,3.562949070295948
15,5,0.7921186739318805,0.3898898346517198,0.8889069975886752,0.953732218224031
15,6,1.6925089021858688,2.2462711236269404,0.832856552216861,5.202557183603089
15,7,0.13636398887594522,0.043861138823829915,0.9324642176176332,0.032051886106244265
15,8,0.34924582778183,0.1421128508436817,0.766016956711965,0.06375609513610356
15,9,0.08501707857780817,0.003971259619486223,0.719725979670466,0.09292538613210304
15,10,2.571404329277627,17.099130186479478,0.8079662624699204,1.4408413371885282
15,11,0.0572067504671149,0.004967933863120666,0.9771859752507739,0.03574918834015431
16,0,0.13578710498698351,0.02653727682125481,0.7284333877980426,0.04690514376242264
16,1,0.41701971544166605,0.0979256186671888,0.8624837520281075,0.2443986813261197
16,2,0.23650231711211753,0.18232287227548538,0.8832392305599153,0.014321777962040783
16,3,0.06427006843207313,0.008743957429382589,0.9051501135283806,0.006085238551837795
16,4,3.782413748771078,16.508113830349203,0.5880045037970081,3.0388775727024195
16,5,2.148801952236617,4.032136681957092,0.6183551548398611,2.299696951682147
16,6,0.05744478283889804,0.0021344250184316357,0.6372558379940507,0.08157036636151878
16,7,0.7964062179821135,1.0067346748062165,0.8604729589252229,0.8301273567275732
16,8,0.12103784902200657,0.012844971728151753,0.8360776297981297,0.12664178305178445
16,9,0.19662918641342764,0.030066270785378255,0.7710243916398525,0.1401458945355861
16,10,0.12818493414479792,0.010622358286373586,0.9645914532914863,0.10047172472597542
16,11,3.4467579814907956,7.948059764808152,0.7815811798589394,4.6424158229148516
17,0,2.7968941624408816,5.489443258653215,0.813304722418529,0.6200973971674189
17,1,0.3929646319735755,0.28314541378646807,0.9336010330716313,0.10067330725075718
17,2,1.7035944391934434,5.207264803855903,0.8385745441156084,1.29390766117503
17,3,0.06801829529526499,0.013692404320294244,0.6690733233733848,0.006521561740299925
17,4,0.059062955716849816,0.00635856263344595,0.6748308754856163,0.04083142111967847
17,5,0.0716854518905081,0.0027474839993985615,0.667822560809634,0.044874558004548835
17,6,0.07892633941460035,0.009817540910173693,0.5846511879064933,0.24728592878038744
17,7,1.4943177599071593,4.9290690216979005,0.9341681253117542,1.023846690089247
17,8,1.6703793557629423,7.776648884835879,0.8563187859125878,0.1661001944212791
17,9,0.06868360804648108,0.004040545536022814,0.8731881595666047,0.1838828482050118
17,10,1.035832860337198,0.5516488942522739,0.9251793823364904,1.5351532349351034
17,11,2.798304706156914,5.024435157346237,0.6128062950378211,1.2242977334506204
18,0,0.6750854288444486,0.6408427190832346,0.6743211394856821,0.30128150225671374
18,1,0.6908561002342374,0.6342936220985735,0.840246993304042,0.32688712776904477
18,2,0.07181020008637992,0.004949378582063716,0.5568809562527951,0.04851140748051866
18,3,0.07636174788015475,0.0035743809739572016,0.7239249278581092,0.036634630190070835
18,4,0.2107562395797483,0.07144953187410114,0.6385865087911013,0.06694846396793452
18,5,0.18490077366041954,0.09186790001524178,0.8980573495795198,0.03386460796050164
18,6,0.12920621927781803,0.0456037848544808,0.6776191963935275,0.02508935861714709
18,7,0.3766156280277603,0.14896374851462557,0.8825606997304797,0.5480654725013402
18,8,0.12634025468980725,0.019903440793431874,0.7758439875265603,0.05353530112177586
18,9,0.34708169433420905,0.1449597607655705,0.6614949359738469,0.08127938456221603
18,10,0.07850047273760521,0.004938704609333298,0.852207009271085,0.010827707385987066
18,11,0.10818985075711865,0.007877768086270125,0.5617477289949541,0.15425246876885162
19,0,0.12936039614613967,0.026315864264573507,0.6412739519329882,0.039815741950618155
19,1,1.0974677351005695,2.411171007165335,0.7692418909839289,0.10747219571866416
19,2,0.9601667123980773,1.2718469118631923,0.948603254547215,1.4257897151276286
19,3,0.08050327877156278,0.008064849861417756,0.7715620097879811,0.19826550718773955
19,4,1.5815031094490501,2.085599477533953,0.9782998770190245,2.143833359223925
19,5,0.13420535463137745,0.012317518172994004,0.8455270981994663,0.03734866895281084
19,6,1.5367401579176418,2.6248160663868947,0.7941855784937785,3.428240567854619
19,7,1.1080003897525716,1.0813691465917195,0.777699736922713,3.4755943471390474
19,8,0.7857117638466927,0.965837363046035,0.8569721539505806,1.2350099955095961
19,9,3.2258649057792153,5.425384073964574,0.853557145897368,0.7568693985325864
19,10,0.4071287540103753,0.2966062669532348,0.5761744889572582,0.2623210761651215
19,11,0.05770663833277954,0.01022134112651755,0.7045798325000674,0.026714594543286244
20,0,0.6313768328464275,0.7757709021841199,0.7604717197699505,0.0644617627592807
20,1,0.5406756002874639,0.2568799521183676,0.8722010915960665,0.17111139444790782
20,2,0.056673993909799304,0.001992018908432864,0.8642000106921293,0.03226999743667062
20,3,2.2611041076996665,10.818112400357705,0.9516710024342587,0.9505605075540748
20,4,0.10862066731102105,0.012344126159434702,0.892937741387042,0.07599318703021775
20,5,2.2786881428497425,7.174435796518776,0.8840316676002893,0.6210384958139407
20,6,3.308147031029813,14.133282002893624,0.7038264460927234,2.774828076398209
20,7,0.3992687057634161,0.1683092423327398,0.6924368488324436,0.14763513855822777
20,8,3.6178127973197287,10.669412159065955,0.9217869993547554,0.7407630667936042
20,9,3.552052315281189,8.357411817570183,0.8255692782905182,6.721257375953189
20,10,0.07253153625208748,0.01616729139565064,0.7693275151939502,0.02422442746896389
20,11,0.21238914499604905,0.12697770691152827,0.6473046822528031,0.6512866064693973
21,0,0.25790771256570255,0.19019242633817598,0.8525114890013623,0.017321803595617965
21,1,0.6232267415005184,0.5679326780597658,0.9608764785090111,0.047567587331651125
21,2,0.5004854119327663,0.4890214398267767,0.7586892578437376,1.7106187285939114
21,3,0.08171089405430505,0.005507467121883709,0.7238625547530653,0.018569949769661254
21,4,0.2527430586796034,0.09181569188154282,0.6216533843974458,0.20971367798322654
21,5,0.08975503244421017,0.004218733864614745,0.572747050269973,0.08568838575583176
21,6,0.26841785511943383,0.03808811226855405,0.925442505504249,0.3021295913088965
21,7,0.07216658121009072,0.005462692887413748,0.8932302726163736,0.03601312761702729
21,8,2.828800172988865,4.773631511490949,0.6002521058190216,1.349989838676342
21,9,2.844648615448734,11.977068356637968,0.6290491688938518,0.843983195005148
21,10,0.07020571875881937,0.014963728488934284,0.5553199191740213,0.04139073127036242
21,11,0.5027710857640988,0.2953050634553602,0.7075819687193483,0.5990407620927954
22,0,0.05011552196185425,0.0014659922286373557,0.7710664366978344,0.031486192166688964
22,1,1.2947604694080108,1.2522206267854665,0.8730911948604461,3.0835745390793563
22,2,0.27768238456428984,0.04895068535811439,0.87474081767647,0.061591328440035106
22,3,0.09486209382403793,0.004890335450120253,0.8909347877028734,0.24969359769698057
22,4,1.5709633727806978,1.457188130865319,0.7872728328340854,1.7780656041793503
22,5,0.5651284314465693,0.30210569558631173,0.9363568631223039,0.25202090149163825
22,6,0.09991204950456156,0.016315579229799197,0.5784989893801529,0.08598091648039367
22,7,0.06841759542643257,0.0071117089469309065,0.5880592961905251,0.040115809291471585
22,8,0.34516864845425194,0.10797890884200963,0.6914158379276955,0.18891540338040985
22,9,0.06344969179358742,0.002986089457181757,0.7080854712064172,0.024966350113714664
22,10,0.08984049888938322,0.00447937719675401,0.8742621316091567,0.08661910212126091
22,11,0.10267009134335632,0.01511530702619074,0.6609582574302635,0.05254176585617768
23,0,0.22073355478369894,0.029123098148210624,0.5877113682509019,0.2807080667437989
23,1,0.1613255972255118,0.022918672835167665,0.6195104942868754,0.16240584758162782
23,2,0.19169818140182426,0.069379985269759,0.6893015494796138,0.1444346531235006
23,3,2.5684704050417944,12.095331594136288,0.581266432069222,0.3965373348645353
23,4,0.2840107294553967,0.0585502296299094,0.8500052054680378,0.1174816160966806
23,5,0.5324258118104175,0.33487710357933004,0.6512215246098241,0.40938980877730935
23,6,0.1933887373312509,0.08430023810519503,0.6439056682977063,0.045266202478729846
23,7,0.07009782512652932,0.004437234092591106,0.6295026965127544,0.5021864730121567
23,8,2.9537811633937205,17.90587431649576,0.7230223784638528,0.6185256455967052
23,9,0.30160646989929973,0.10849051750533216,0.754997620837732,0.13190038819583758
23,10,0.7239466307744105,0.4039767609319218,0.7970824365658162,0.7119294257355013
23,11,0.14465020395953782,0.015673767186158108,0.5514550547572584,0.38145929333795753
24,0,0.20542067357917654,0.08616043932944226,0.8182032639403454,0.04202309920587816
24,1,0.06010856123651729,0.002240986569177007,0.6494454011659513,0.04200984797220097
24,2,2.0031974913689554,6.018095357040725,0.8009125176328784,1.3208254566517497
24,3,1.2061517584033388,1.0709908164067907,0.5659847451888208,0.17767440229783943
24,4,1.5434567802204204,2.0884876252759663,0.8543291814502965,0.5498527924643379
24,5,1.2419386070331824,2.8145285610286956,0.7380000821623622,0.16198874187635479
24,6,0.3907477441153802,0.20585364230465625,0.8481773445035891,0.1906515625486192
24,7,2.761756061753176,19.777313938842898,0.6304755154960102,0.7391477535510542
24,8,0.22576687387691802,0.1405227260044129,0.7944496812197877,0.6140007551868673
24,9,0.20992584464091849,0.10183024978095905,0.9185308843166818,0.04729246573731356
24,10,0.47204197557635164,0.5163025253070672,0.9539049287237575,0.05757214573403581
24,11,0.4592838975855237,0.2397481703494186,0.9122280474955051,0.18798647941153454
25,0,1.8265444389918668,3.372053511048189,0.6655121003813087,0.7422628913179785
25,1,0.8386477685007063,0.6813214358525768,0.9122656339386135,1.1882518828632536
25,2,0.4356756350957236,0.09600581888613485,0.5867804373949701,0.6717414063436647
25,3,1.6092465393854658,1.675554355916797,0.6856674433607185,4.360199676601936
25,4,0.07195289296466251,0.003646775385537704,0.6973745512970462,0.11118820274187564
25,5,1.6459085351450637,4.758084691001493,0.892701334789209,0.6329868435114419
25,6,0.11091001326021953,0.008591245074534414,0.6410066484227694,0.10645837463645351
25,7,1.6847085867256693,2.8214438423419237,0.6565803780556604,0.43124887821229785
25,8,0.7883680107638721,1.3033688917534816,0.6835433106233453,1.304036004512092
25,9,0.07998054665507102,0.0210028875876913,0.8206175986086781,0.046904941005583956
25,10,3.0204965514074167,21.372059613296617,0.735865621857539,5.76707370866307
25,11,3.14019465505485,27.685446904209215,0.9529980629705982,1.710467336093178
26,0,0.10565699440400111,0.012032418636616062,0.7951397555528597,0.36516336459202325
26,1,0.4304237261836975,0.27125518490215117,0.7279313710999651,0.06024053590646233
26,2,1.424664532027676,2.9464413402933927,0.7209267631663998,2.134673237331676
26,3,1.6006465210981986,2.9937528203971753,0.6242958382060562,1.2618979777099468
26,4,0.061304898340591565,0.010893872354020267,0.8901583441937206,0.011334866306536176
26,5,0.18808997845475303,0.04330636936763252,0.5854030261471536,0.14321004460448586
26,6,0.1242094891275949,0.023248296386744048,0.8271948714426479,0.3656302846636759
26,7,0.11446705528913906,0.039866124237254025,0.9773082165750739,0.01215302219919305
26,8,0.23121657656134317,0.13322978163605215,0.614253589191738,0.017280204751112742
26,9,0.07573266897033623,0.0030717635135660048,0.8692982045524761,0.03202137962402636
26,10,2.1777043796886124,10.39483225585332,0.5918190787790367,0.9365431860974502
26,11,0.40551517767818396,0.38251928450459605,0.8047388450332711,1.5493915179136697
27,0,0.0565207741927457,0.0036655423365216534,0.5678873156906749,0.11328664677715576
27,1,2.0410294153127184,5.287340459129097,0.9311903174454583,1.5852009770756057
27,2,0.14029566666136026,0.023357064699535135,0.9542036590431452,0.09416389264579667
27,3,2.5826513737353154,16.093011033621735,0.709694012299702,16.669713013625326
27,4,0.062222586120117086,0.012751945554470626,0.5531843480265873,0.00910990079838472
27,5,3.1513580266156223,19.122631374038853,0.6467505060879528,0.509427241303101
27,6,0.5008579318589254,0.18590000870412282,0.6167630433779357,0.8472087658865071
27,7,1.9331248560917054,2.111983555868861,0.7750341202003429,1.4584980648060233
27,8,0.06637280017594054,0.0046977455498960225,0.8408693093712898,0.04056672580000491
27,9,0.5553823353572109,0.15938308757663666,0.6585797944737939,1.0682344691954062
27,10,0.988373981766177,1.4805477531003686,0.885212157509587,3.542564548335941
27,11,3.718781490095952,18.62685920434812,0.8633384186456937,3.8187918902618696
28,0,1.7873804842226517,5.120005726279548,0.9103504253111583,3.6076355840489636
28,1,0.3999470558292485,0.08218744184786303,0.6551829768223443,0.2185254706506044
28,2,0.4258831721482434,0.3653161787569503,0.7224059295755669,0.06328061433170468
28,3,0.16563289042290116,0.016562403272532656,0.5912480026616713,0.10722536493107362
28,4,2.431980016511296,4.3520564192081785,0.711226532079922,1.2680832820881363
28,5,1.3828756671597366,1.2211103579912088,0.7255612489985692,0.7984886963641864
28,6,2.82839422878753,21.128140655169144,0.8808914797837504,0.31231982927043367
28,7,1.0790215027527081,1.4880049320993203,0.6064513297713375,2.467547830521292
28,8,0.9965142581627858,1.2309465828731057,0.6167859152176689,0.6398116083669859
28,9,2.2332218196469604,10.357641991281646,0.5689766514257051,2.345080606656126
28,10,0.09192253326525075,0.021412631603990227,0.9445231789929149,0.08109218231639527
28,11,1.135256176264436,1.547430785497918,0.5570793673557333,2.740435716817214
29,0,1.9562870247561122,2.677439275153971,0.7809860114775449,1.1631541653337472
29,1,0.14143319196410573,0.01398596689067548,0.9244140596018271,0.02388900482926976
29,2,0.12164761887410648,0.01534519079489452,0.7931521703240132,0.030792856890466142
29,3,3.7938681337497204,31.65891282716905,0.92075456632345,3.314019275456429
29,4,3.509884201927696,10.350501077682214,0.6071634251215782,0.5343274821596696
